Date of Birth,Weight,Functional Threshold Power,Maximum Heartrate,Athlete Type,Measurement Preference,Date Preference,Chart Preference,Email Language,Pace Zone Time,Pace Zone Distance,Default Leaderboard View
"Feb 9, 1994",142.0 lb,0 W,190,Cyclist,Imperial,mm/dd/YYYY,Week,English (US),--:--,"",All
