Promotion Seen,Timestamp
ActivityDetailWeatherUpsell,1589650403
ActivityDetailWeatherUpsell,1590540908
ActivityDetailWeatherUpsell,1591317152
ActivityDetailWeatherUpsell,1591926446
ActivityDetailWeatherUpsell,1592619165
ActivityDetailWeatherUpsell,1596637870
ActivityDetailWeatherUpsell,1596680327
ActivityDetailWeatherUpsell,1597504861
ActivityDetailWeatherUpsell,1597591212
ActivityDetailWeatherUpsell,1598359238
ActivityDetailWeatherUpsell,1598453418
ActivityDetailWeatherUpsell,1599222165
ActivityDetailWeatherUpsell,1599222204
ActivityDetailWeatherUpsell,1600117871
ActivityDetailWeatherUpsell,1600117898
ActivityDetailWeatherUpsell,1603159761
ActivityDetailWeatherUpsell,1603555187
ActivityDetailWeatherUpsell,1604172702
ActivityDetailWeatherUpsell,1604172720
ActivityDetailWeatherUpsell,1605737234
ActivityDetailWeatherUpsell,1605737247
ActivityDetailWeatherUpsell,1606406845
ActivityDetailWeatherUpsell,1606406890
ActivityDetailWeatherUpsell,1608397868
ActivityDetailWeatherUpsell,1608397883
ActivityDetailWeatherUpsell,1609022713
ActivityDetailWeatherUpsell,1609022731
ActivityDetailWeatherUpsell,1609717653
ActivityDetailWeatherUpsell,1610147559
ActivityDetailWeatherUpsell,1610405144
ActivityDetailWeatherUpsell,1611434209
ActivityDetailWeatherUpsell,1611434229
ActivityDetailWeatherUpsell,1612136615
ActivityDetailWeatherUpsell,1612136734
ActivityDetailWeatherUpsell,1612920784
ActivityDetailWeatherUpsell,1612920826
ActivityDetailWeatherUpsell,1613533862
ActivityDetailWeatherUpsell,1613533879
ActivityDetailWeatherUpsell,1614211704
ActivityDetailWeatherUpsell,1614211734
FeedFollowOptionCoachmark,1590686249
CumulativeStatsFeatureEdDismissButton,1590088725
GapActivityDetailUpsell,1593141093
GapActivityDetailUpsell,1597504865
GapActivityDetailUpsell,1597591214
GapActivityDetailUpsell,1597591232
GapActivityDetailUpsell,1597712538
GapActivityDetailUpsell,1612497845
GapActivityDetailUpsell,1612631447
GapActivityDetailUpsell,1614052269
GapActivityDetailUpsell,1614052284
GapActivityDetailUpsell,1614309166
GapActivityDetailUpsell,1624282971
GapActivityDetailUpsell,1625622873
GapActivityDetailUpsell,1628807841
GapActivityDetailUpsell,1630243510
GapActivityDetailUpsell,1630815788
GapActivityDetailUpsell,1630815790
GapActivityDetailUpsell,1630824417
GapActivityDetailUpsell,1630824442
GapActivityDetailUpsell,1630824450
GapActivityDetailUpsell,1631762584
GapActivityDetailUpsell,1631802556
GapActivityDetailUpsell,1631843311
GapActivityDetailUpsell,1632968383
GapActivityDetailUpsell,1633201778
GapActivityDetailUpsell,1634488700
GapActivityDetailUpsell,1651069917
GapActivityDetailUpsell,1651069937
GapActivityDetailUpsell,1651190114
GapActivityDetailUpsell,1656679717
GapActivityDetailUpsell,1658972692
GapActivityDetailUpsell,1661308414
GapActivityDetailUpsell,1661615057
GapActivityDetailUpsell,1662086046
GapActivityDetailUpsell,1663425038
GapActivityDetailUpsell,1663425046
GapActivityDetailUpsell,1663556759
GapActivityDetailUpsell,1665340840
GapActivityDetailUpsell,1665340869
GapActivityDetailUpsell,1673625937
GapActivityDetailUpsell,1674405176
GapActivityDetailUpsell,1674405187
GapActivityDetailUpsell,1675140124
GapActivityDetailUpsell,1679689527
GapActivityDetailUpsell,1679689531
GapActivityDetailUpsell,1679689545
GapActivityDetailUpsell,1680234901
GapActivityDetailUpsell,1681340959
GapActivityDetailUpsell,1682563292
GapActivityDetailUpsell,1682603066
GapActivityDetailUpsell,1682624857
GapActivityDetailUpsell,1682624865
GapActivityDetailUpsell,1682626109
GapActivityDetailUpsell,1683046618
GapActivityDetailUpsell,1683046630
GapActivityDetailUpsell,1683217808
GapActivityDetailUpsell,1683382444
GapActivityDetailUpsell,1683382452
GapActivityDetailUpsell,1683645418
GapActivityDetailUpsell,1683659198
GapActivityDetailUpsell,1683719399
GapActivityDetailUpsell,1683771717
GapActivityDetailUpsell,1683904775
GapActivityDetailUpsell,1683913365
GapActivityDetailUpsell,1683992837
GapActivityDetailUpsell,1684250067
GapActivityDetailUpsell,1684250070
GapActivityDetailUpsell,1684692526
GapActivityDetailUpsell,1685109976
GapActivityDetailUpsell,1685118801
GapActivityDetailUpsell,1685118948
GapActivityDetailUpsell,1685152897
GapActivityDetailUpsell,1685185648
GapActivityDetailUpsell,1685216842
GapActivityDetailUpsell,1685289610
GapActivityDetailUpsell,1685455225
GapActivityDetailUpsell,1685455229
GapActivityDetailUpsell,1685461751
GapActivityDetailUpsell,1685464568
GapActivityDetailUpsell,1685558899
GapActivityDetailUpsell,1685576695
GapActivityDetailUpsell,1685717381
GapActivityDetailUpsell,1685717421
GapActivityDetailUpsell,1686063317
GapActivityDetailUpsell,1686063832
GapActivityDetailUpsell,1686063842
GapActivityDetailUpsell,1686069719
GapActivityDetailUpsell,1686069725
GapActivityDetailUpsell,1686144011
GapActivityDetailUpsell,1686581275
GapActivityDetailUpsell,1686581316
GapActivityDetailUpsell,1686599534
GapActivityDetailUpsell,1686613292
GapActivityDetailUpsell,1686613297
GapActivityDetailUpsell,1686620819
GapActivityDetailUpsell,1686661573
GapActivityDetailUpsell,1686747934
GapActivityDetailUpsell,1686788486
GapActivityDetailUpsell,1686795359
GapActivityDetailUpsell,1686879860
GapActivityDetailUpsell,1686927444
GapActivityDetailUpsell,1686932064
GapActivityDetailUpsell,1686933869
GapActivityDetailUpsell,1686948992
GapActivityDetailUpsell,1686948997
GapActivityDetailUpsell,1687019811
GapActivityDetailUpsell,1687196009
GapActivityDetailUpsell,1687350288
GapActivityDetailUpsell,1687481207
GapActivityDetailUpsell,1687628100
GapActivityDetailUpsell,1687713466
GapActivityDetailUpsell,1687878774
GapActivityDetailUpsell,1688230847
GapActivityDetailUpsell,1688341006
GapActivityDetailUpsell,1688495240
GapActivityDetailUpsell,1688495255
GapActivityDetailUpsell,1688880285
GapActivityDetailUpsell,1688918717
GapActivityDetailUpsell,1688926526
GapActivityDetailUpsell,1689017522
GapActivityDetailUpsell,1689017556
GapActivityDetailUpsell,1689352199
GapActivityDetailUpsell,1689360519
GapActivityDetailUpsell,1689378532
GapActivityDetailUpsell,1689439954
GapActivityDetailUpsell,1689563476
GapActivityDetailUpsell,1689645887
GapActivityDetailUpsell,1689645889
GapActivityDetailUpsell,1689646664
GapActivityDetailUpsell,1689906263
GapActivityDetailUpsell,1689906273
GapActivityDetailUpsell,1689960134
GapActivityDetailUpsell,1690039888
GapActivityDetailUpsell,1690081406
GapActivityDetailUpsell,1690300735
GapActivityDetailUpsell,1691081623
GapActivityDetailUpsell,1691103587
GapActivityDetailUpsell,1691169713
GapActivityDetailUpsell,1691169881
GapActivityDetailUpsell,1691249317
GapActivityDetailUpsell,1691270853
GapActivityDetailUpsell,1691320394
GapActivityDetailUpsell,1691500336
GapActivityDetailUpsell,1691859838
GapActivityDetailUpsell,1691936345
GapActivityDetailFeatureEd,1677261442
GapActivityDetailFeatureEd,1677341365
GapActivityDetailFeatureEd,1677343955
GoalsProfileFeatureEducation,1597373652
GoalsProfileFeatureEducation,1597373653
GoalsProfileFeatureEducation,1598811600
GoalsProfileFeatureEducation,1598811601
GoalsProfileFeatureEducation,1599189921
EvergreenStatsShareFeatureEd,1661605327
NavigationTabHome,1626799616
NavigationTabYou,1626799631
NavigationTabYouProgress,1626799631
NavigationTabYouActivities,1626799641
NavigationTabYouProfile,1626805419
NavigationTabMapsSegments,1634216566
NavigationTabMapsRoutes,1626805414
NavigationTabMapsSaved,1650282394
NavigationTabGroupsActive,1626799623
NavigationTabGroupsChallenges,1632926272
NavigationTabGroupsClubs,1632926278
NavigationYouActivitiesEducationDismissed,1649158461
NavigationYouProgressEducationCoachmarkImpression,1626799631
NavigationYouProgressEducationCoachmarkImpression,1626805417
NavigationYouProgressEducationCoachmarkImpression,1627913856
NavigationYouProgressEducationCoachmarkImpression,1628195410
NavigationYouProgressEducationCoachmarkImpression,1628272795
NavigationYouProgressEducationCoachmarkImpression,1630167540
NavigationYouActivitiesEducationCoachmarkImpression,1648770427
NavigationYouActivitiesEducationCoachmarkImpression,1649006236
NavigationYouActivitiesEducationCoachmarkImpression,1649158454
NavigationTabEducationModalMapsJ2,1626805414
NavigationTabEducationModalGroupsJ2,1626799623
ActivityDetailsLeaderboardQualityCoachmark,1646356420
ActivityDetailsLeaderboardQualityCoachmark,1646361401
DistanceElevationNoticeDismissed,1628779783
RecordScreenBeaconCoachmark,1641061752
MapSettingsPersonalHeatmapCoachmark,1634216557
MapSettingsButtonPersonalHeatmapFeatureEd,1677966398
MapVisibilityFeedCoachmarkImpression,1663110432
MapVisibilityFeedCoachmarkOrModalDismissed,1663110440
MapVisibilityRowReinforcementImpression,1663203658
MapVisibilityRowReinforcementImpression,1663203872
MapVisibilityRowReinforcementImpression,1663207381
MapVisibilityRowReinforcementImpression,1663327982
MapVisibilityRowReinforcementImpression,1663332580
MapVisibilityRowReinforcementImpression,1663384197
MapVisibilityActivityCoachmarkImpression,1637204136
MapVisibilityActivityCoachmarkImpression,1637204157
MapVisibilityActivityCoachmarkImpression,1638315028
MapVisibilityActivityCoachmarkImpression,1638315046
MapVisibilityActivityCoachmarkImpression,1638677526
MapVisibilityActivityCoachmarkImpression,1638798456
WelcomeBackKudosCoachmarkImpression,1640370016
WelcomeBackKudosCoachmarkImpression,1640448606
WelcomeBackKudosCoachmarkImpression,1640536670
WelcomeBackKudosCoachmarkImpression,1640539578
WelcomeBackKudosCoachmarkImpression,1640615701
WelcomeBackKudosCoachmarkImpression,1641953669
WelcomeBackKudosCoachmarkImpression,1644099032
WelcomeBackKudosCoachmarkImpression,1644107969
WelcomeBackKudosCoachmarkImpression,1644115111
WelcomeBackKudosCoachmarkImpression,1644188190
WelcomeBackKudosCoachmarkImpression,1644196895
WelcomeBackKudosCoachmarkImpression,1644206882
WelcomeBackKudosCoachmarkImpression,1644280450
WelcomeBackKudosCoachmarkImpression,1644285816
WelcomeBackKudosCoachmarkImpression,1644323414
WelcomeBackKudosCoachmarkImpression,1646619045
WelcomeBackKudosCoachmarkImpression,1646743280
WelcomeBackKudosCoachmarkImpression,1646765222
WelcomeBackKudosCoachmarkImpression,1646784661
WelcomeBackKudosCoachmarkImpression,1646880517
WelcomeBackKudosCoachmarkImpression,1646883156
WelcomeBackKudosCoachmarkImpression,1646884608
WelcomeBackKudosCoachmarkImpression,1647811190
WelcomeBackKudosCoachmarkImpression,1647812719
WelcomeBackKudosCoachmarkImpression,1647813422
WelcomeBackKudosCoachmarkImpression,1647900707
WelcomeBackKudosCoachmarkImpression,1647912525
WelcomeBackKudosCoachmarkImpression,1647952168
WelcomeBackKudosCoachmarkImpression,1647988179
WelcomeBackKudosCoachmarkImpression,1651008428
WelcomeBackKudosCoachmarkImpression,1651282657
WelcomeBackKudosCoachmarkImpression,1651946172
WelcomeBackKudosCoachmarkImpression,1652628369
WelcomeBackKudosCoachmarkImpression,1653009537
WelcomeBackKudosCoachmarkImpression,1655435803
WelcomeBackKudosCoachmarkImpression,1656699430
WelcomeBackKudosCoachmarkImpression,1656703663
WelcomeBackKudosCoachmarkImpression,1656712531
WelcomeBackKudosCoachmarkImpression,1656787533
WelcomeBackKudosCoachmarkImpression,1656798239
WelcomeBackKudosCoachmarkImpression,1656801062
WelcomeBackKudosCoachmarkImpression,1656877675
WelcomeBackKudosCoachmarkImpression,1656904829
WelcomeBackKudosCoachmarkImpression,1656943900
WelcomeBackKudosCoachmarkImpression,1656967765
WelcomeBackKudosCoachmarkImpression,1657019609
WelcomeBackKudosCoachmarkImpression,1657030421
WelcomeBackKudosCoachmarkImpression,1662785450
WelcomeBackKudosCoachmarkImpression,1667494236
WelcomeBackKudosCoachmarkImpression,1667686984
WelcomeBackKudosCoachmarkImpression,1670815336
WelcomeBackKudosCoachmarkImpression,1672264141
WelcomeBackKudosCoachmarkImpression,1672265469
WelcomeBackKudosCoachmarkImpression,1672767115
WelcomeBackKudosCoachmarkImpression,1674870631
WelcomeBackKudosCoachmarkImpression,1679796103
WelcomeBackKudosCoachmarkImpression,1679860420
WelcomeBackKudosCoachmarkImpression,1679860697
WelcomeBackKudosCoachmarkImpression,1680223355
WelcomeBackKudosCoachmarkImpression,1688069543
WelcomeBackKudosCoachmarkImpression,1688861846
WelcomeBackKudosCoachmarkImpression,1688880270
WelcomeBackKudosCoachmarkImpression,1688905933
WelcomeBackKudosCoachmarkImpression,1689984539
WelcomeBackKudosCoachmarkImpression,1690394626
WelcomeBackKudosCoachmarkImpression,1690403649
WelcomeBackKudosCoachmarkImpression,1690463675
WelcomeBackKudosCoachmarkDismissed,1662785471
RouteFromActivityMoreOptionsButtonCoachmark,1637259189
RouteFromActivitySaveButtonCoachmark,1641439138
MapVisibilitySettingCogCoachmark,1646331462
MapVisibilityNewLabelCoachmark,1652972018
MapVisibilitySettingRowCoachmark,1652972019
Map3dEducationVisibility,1646366703
RouteLongPressCoachmark,1677251457
WinbackNotificationSeen,1646741644
WinbackNotificationSeen,1649719483
WinbackNotificationSeen,1651933253
WinbackNotificationSeen,1653002358
WinbackNotificationSeen,1655421199
WinbackNotificationSeen,1656698440
WinbackNotificationSeen,1661722225
WinbackNotificationSeen,1662761983
WinbackNotificationSeen,1664377982
WinbackNotificationSeen,1672260406
WinbackNotificationSeen,1672764535
WinbackNotificationSeen,1675103488
WinbackNotificationSeen,1679793453
WinbackNotificationSeen,1680216306
WinbackNotificationSeen,1688068048
WinbackNotificationSeen,1688858235
WinbackNotificationSeen,1689982146
WinbackNotificationSeen,1690459919
WinbackNotificationSeen,1691111168
MentionsSettingCogCoachmark,1652972016
MentionsNewLabelCoachmark,1652972018
MentionsSettingRowCoachmark,1652972033
DirtSportsSportPicker,1660689648
DirtSportsSportPicker,1661873277
DirtSportsSportPicker,1668878976
MapsTabDirtSports,1654872317
Tdf2022FeedFollow,1655934389
Tdf2022FeedFollow,1655946564
Tdf2022FeedFollow,1655956214
Tdf2022FeedFollow,1656371421
Tdf2022FeedFollow,1656373782
Tdf2022FeedFollow,1656549801
Tdf2022FeedFollow,1656586697
Tdf2022FeedFollow,1656727159
Tdf2022FeedFollow,1656763512
Tdf2022FeedFollow,1657062831
Tdf2022FeedFollow,1657063928
Tdf2022FeedFollow,1657240235
Tdf2022FeedFollow,1657245712
Tdf2022FeedFollow,1657486684
Tdf2022FeedFollow,1657486792
Tdf2022FeedFollow,1657666847
Tdf2022FeedFollow,1657667545
MapsTabDirtFirstTimeExperienceFree,1661286219
OfflineMapsFirstTimeExperience,1661286218
Tdf2022ProCarousel,1657668714
Tdf2022ProCarousel,1657670810
Tdf2022ProCarousel,1657674984
Tdf2022ProCarousel,1658284459
Tdf2022ProCarousel,1658287028
Tdf2022ProCarousel,1658288907
VideoNotificationMonthlySoftLimit,1661662508
VideoNotificationMonthlySoftLimit,1664558299
VideoNotificationHardLimit,1661662508
VideoNotificationHardLimit,1664558299
FollowingFeedDoradoCooldown,1658854427
FollowingFeedDoradoCooldown,1658875672
FollowingFeedDoradoCooldown,1658892798
FollowingFeedDoradoCooldown,1658925294
FollowingFeedDoradoCooldown,1658944311
FollowingFeedDoradoCooldown,1658957834
FollowingFeedDoradoCooldown,1658969474
FollowingFeedDoradoCooldown,1659006483
FollowingFeedDoradoCooldown,1659038450
FollowingFeedDoradoCooldown,1659102468
FollowingFeedDoradoCooldown,1659115478
FollowingFeedDoradoCooldown,1659129107
FollowingFeedDoradoCooldown,1659143307
FollowingFeedDoradoCooldown,1659170601
